class,section,head,head_name,pos,term
CLASS I,SECTION I.,#6.,Extrinsicality,adjective,outward
CLASS I,SECTION I.,#6.,Extrinsicality,adjective,apparent
CLASS I,SECTION I.,#6.,Extrinsicality,adverb,extrinsically
CLASS I,SECTION I.,#7.,State,noun,state
CLASS I,SECTION I.,#7.,State,noun,condition
CLASS I,SECTION I.,#7.,State,noun,category
CLASS I,SECTION I.,#7.,State,noun,estate
CLASS I,SECTION I.,#7.,State,noun,lot
CLASS I,SECTION I.,#7.,State,noun,ease
CLASS I,SECTION I.,#7.,State,noun,trim
CLASS I,SECTION I.,#7.,State,noun,mood
CLASS I,SECTION I.,#7.,State,noun,pickle
CLASS I,SECTION I.,#7.,State,noun,plight
CLASS I,SECTION I.,#7.,State,noun,temper
CLASS I,SECTION I.,#7.,State,noun,aspect
CLASS I,SECTION I.,#7.,State,noun,dilemma
CLASS I,SECTION I.,#7.,State,noun,"pass, predicament"
CLASS I,SECTION I.,#7.,State,noun,constitution
CLASS I,SECTION I.,#7.,State,noun,habitude
CLASS I,SECTION I.,#7.,State,noun,diathesis
CLASS I,SECTION I.,#7.,State,noun,frame
CLASS I,SECTION I.,#7.,State,noun,fabric
CLASS I,SECTION I.,#7.,State,noun,stamp
CLASS I,SECTION I.,#7.,State,noun,set
CLASS I,SECTION I.,#7.,State,noun,fit
CLASS I,SECTION I.,#7.,State,noun,"mold, mould"
CLASS I,SECTION I.,#7.,State,noun,mode
CLASS I,SECTION I.,#7.,State,noun,modality
CLASS I,SECTION I.,#7.,State,noun,schesis
CLASS I,SECTION I.,#7.,State,noun,form
CLASS I,SECTION I.,#7.,State,noun,tone
CLASS I,SECTION I.,#7.,State,noun,tenor
CLASS I,SECTION I.,#7.,State,noun,turn
CLASS I,SECTION I.,#7.,State,noun,trim
CLASS I,SECTION I.,#7.,State,noun,guise
CLASS I,SECTION I.,#7.,State,noun,fashion
CLASS I,SECTION I.,#7.,State,noun,light
CLASS I,SECTION I.,#7.,State,noun,complexion
CLASS I,SECTION I.,#7.,State,noun,"style, character"
CLASS I,SECTION I.,#7.,State,verb,be in a state
CLASS I,SECTION I.,#7.,State,verb,possess a state
CLASS I,SECTION I.,#7.,State,verb,enjoy a state
CLASS I,SECTION I.,#7.,State,verb,labor under a state
CLASS I,SECTION I.,#7.,State,verb,be on a footing
CLASS I,SECTION I.,#7.,State,verb,do
CLASS I,SECTION I.,#7.,State,verb,fare
CLASS I,SECTION I.,#7.,State,verb,come to pass
CLASS I,SECTION I.,#7.,State,adjective,conditional
CLASS I,SECTION I.,#7.,State,adjective,modal
CLASS I,SECTION I.,#7.,State,adjective,formal
CLASS I,SECTION I.,#7.,State,adjective,"structural, organic"
CLASS I,SECTION I.,#7.,State,adverb,conditionally
CLASS I,SECTION I.,#7.,State,adverb,as the matter stands
CLASS I,SECTION I.,#7.,State,adverb,as things are
CLASS I,SECTION I.,#7.,State,adverb,such being the case
CLASS I,SECTION I.,#8.,Circumstance,noun,circumstance
CLASS I,SECTION I.,#8.,Circumstance,noun,situation
CLASS I,SECTION I.,#8.,Circumstance,noun,phase
CLASS I,SECTION I.,#8.,Circumstance,noun,position
CLASS I,SECTION I.,#8.,Circumstance,noun,posture
CLASS I,SECTION I.,#8.,Circumstance,noun,attitude
CLASS I,SECTION I.,#8.,Circumstance,noun,place
CLASS I,SECTION I.,#8.,Circumstance,noun,point
CLASS I,SECTION I.,#8.,Circumstance,noun,terms
CLASS I,SECTION I.,#8.,Circumstance,noun,regime
CLASS I,SECTION I.,#8.,Circumstance,noun,footing
CLASS I,SECTION I.,#8.,Circumstance,noun,"standing, status"
CLASS I,SECTION I.,#8.,Circumstance,noun,occasion
CLASS I,SECTION I.,#8.,Circumstance,noun,juncture
CLASS I,SECTION I.,#8.,Circumstance,noun,conjunctive
CLASS I,SECTION I.,#8.,Circumstance,noun,contingency
CLASS I,SECTION I.,#8.,Circumstance,noun,predicament
CLASS I,SECTION I.,#8.,Circumstance,noun,emergence
CLASS I,SECTION I.,#8.,Circumstance,noun,emergency
CLASS I,SECTION I.,#8.,Circumstance,noun,exigency
CLASS I,SECTION I.,#8.,Circumstance,noun,crisis
CLASS I,SECTION I.,#8.,Circumstance,noun,pinch
CLASS I,SECTION I.,#8.,Circumstance,noun,pass
CLASS I,SECTION I.,#8.,Circumstance,noun,push
CLASS I,SECTION I.,#8.,Circumstance,noun,occurrence
CLASS I,SECTION I.,#8.,Circumstance,noun,turning point
CLASS I,SECTION I.,#8.,Circumstance,noun,bearings
CLASS I,SECTION I.,#8.,Circumstance,noun,how the land lies
CLASS I,SECTION I.,#8.,Circumstance,noun,surroundings
CLASS I,SECTION I.,#8.,Circumstance,noun,context
CLASS I,SECTION I.,#8.,Circumstance,noun,environment
CLASS I,SECTION I.,#8.,Circumstance,noun,location
CLASS I,SECTION I.,#8.,Circumstance,noun,contingency
CLASS I,SECTION I.,#8.,Circumstance,noun,dependence
CLASS I,SECTION I.,#8.,Circumstance,noun,causation
CLASS I,SECTION I.,#8.,Circumstance,noun,attribution
CLASS I,SECTION I.,#8.,Circumstance,adjective,circumstantial
CLASS I,SECTION I.,#8.,Circumstance,adjective,given
CLASS I,SECTION I.,#8.,Circumstance,adjective,conditional
CLASS I,SECTION I.,#8.,Circumstance,adjective,provisional
CLASS I,SECTION I.,#8.,Circumstance,adjective,critical
CLASS I,SECTION I.,#8.,Circumstance,adjective,modal
CLASS I,SECTION I.,#8.,Circumstance,adjective,contingent
CLASS I,SECTION I.,#8.,Circumstance,adjective,incidental
CLASS I,SECTION I.,#8.,Circumstance,adjective,adventitious
CLASS I,SECTION I.,#8.,Circumstance,adjective,limitative
CLASS I,SECTION I.,#8.,Circumstance,adverb,in the circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,under the circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,the circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,conditions
CLASS I,SECTION I.,#8.,Circumstance,adverb,thus
CLASS I,SECTION I.,#8.,Circumstance,adverb,in such wise
CLASS I,SECTION I.,#8.,Circumstance,adverb,accordingly
CLASS I,SECTION I.,#8.,Circumstance,adverb,that being the case
CLASS I,SECTION I.,#8.,Circumstance,adverb,such being the case
CLASS I,SECTION I.,#8.,Circumstance,adverb,in view of the circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,that being so
CLASS I,SECTION I.,#8.,Circumstance,adverb,sith
CLASS I,SECTION I.,#8.,Circumstance,adverb,since
CLASS I,SECTION I.,#8.,Circumstance,adverb,seeing that
CLASS I,SECTION I.,#8.,Circumstance,adverb,as matters stand
CLASS I,SECTION I.,#8.,Circumstance,adverb,as things go
CLASS I,SECTION I.,#8.,Circumstance,adverb,as times go
CLASS I,SECTION I.,#8.,Circumstance,adverb,conditionally
CLASS I,SECTION I.,#8.,Circumstance,adverb,provided
CLASS I,SECTION I.,#8.,Circumstance,adverb,if
CLASS I,SECTION I.,#8.,Circumstance,adverb,in case
CLASS I,SECTION I.,#8.,Circumstance,adverb,if so
CLASS I,SECTION I.,#8.,Circumstance,adverb,if so be
CLASS I,SECTION I.,#8.,Circumstance,adverb,if it be so
CLASS I,SECTION I.,#8.,Circumstance,adverb,depending on circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,in certain circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,under certain conditions
CLASS I,SECTION I.,#8.,Circumstance,adverb,if it so happen
CLASS I,SECTION I.,#8.,Circumstance,adverb,if it so turn out
CLASS I,SECTION I.,#8.,Circumstance,adverb,in the event of
CLASS I,SECTION I.,#8.,Circumstance,adverb,in such a contingency
CLASS I,SECTION I.,#8.,Circumstance,adverb,in such a case
CLASS I,SECTION I.,#8.,Circumstance,adverb,in such an event
CLASS I,SECTION I.,#8.,Circumstance,adverb,provisionally
CLASS I,SECTION I.,#8.,Circumstance,adverb,"unless, without"
CLASS I,SECTION I.,#8.,Circumstance,adverb,according to circumstances
CLASS I,SECTION I.,#8.,Circumstance,adverb,according to the occasion
CLASS I,SECTION I.,#8.,Circumstance,adverb,as it may happen
CLASS I,SECTION I.,#8.,Circumstance,adverb,as it may turn out
CLASS I,SECTION I.,#8.,Circumstance,adverb,as it may be
CLASS I,SECTION I.,#8.,Circumstance,adverb,as the case may be
CLASS I,SECTION I.,#8.,Circumstance,adverb,as the wind blows
CLASS I,SECTION I.,#8.,Circumstance,adverb,pro re nata
CLASS I,SECTION I.,#8.,Circumstance,phrase,"yet are my sins not those of circumstance"""
CLASS I,SECTION II.,#9.,Relation,noun,relation
CLASS I,SECTION II.,#9.,Relation,noun,bearing
CLASS I,SECTION II.,#9.,Relation,noun,reference
CLASS I,SECTION II.,#9.,Relation,noun,connection
CLASS I,SECTION II.,#9.,Relation,noun,concern
CLASS I,SECTION II.,#9.,Relation,noun,cognation
CLASS I,SECTION II.,#9.,Relation,noun,correlation
CLASS I,SECTION II.,#9.,Relation,noun,analogy
CLASS I,SECTION II.,#9.,Relation,noun,similarity
CLASS I,SECTION II.,#9.,Relation,noun,affinity
CLASS I,SECTION II.,#9.,Relation,noun,homology
CLASS I,SECTION II.,#9.,Relation,noun,alliance
CLASS I,SECTION II.,#9.,Relation,noun,homogeneity
CLASS I,SECTION II.,#9.,Relation,noun,association
CLASS I,SECTION II.,#9.,Relation,noun,approximation
CLASS I,SECTION II.,#9.,Relation,noun,filiation
CLASS I,SECTION II.,#9.,Relation,noun,interest
CLASS I,SECTION II.,#9.,Relation,noun,relevancy
CLASS I,SECTION II.,#9.,Relation,noun,dependency
CLASS I,SECTION II.,#9.,Relation,noun,relationship
CLASS I,SECTION II.,#9.,Relation,noun,relative position
CLASS I,SECTION II.,#9.,Relation,noun,comparison
CLASS I,SECTION II.,#9.,Relation,noun,"ratio, proportion"
CLASS I,SECTION II.,#9.,Relation,noun,link
CLASS I,SECTION II.,#9.,Relation,noun,tie
CLASS I,SECTION II.,#9.,Relation,noun,bond of union
CLASS I,SECTION II.,#9.,Relation,verb,be related
CLASS I,SECTION II.,#9.,Relation,verb,have a relation
CLASS I,SECTION II.,#9.,Relation,verb,relate to
CLASS I,SECTION II.,#9.,Relation,verb,refer to
CLASS I,SECTION II.,#9.,Relation,verb,bear upon
CLASS I,SECTION II.,#9.,Relation,verb,regard
CLASS I,SECTION II.,#9.,Relation,verb,concern
CLASS I,SECTION II.,#9.,Relation,verb,touch
CLASS I,SECTION II.,#9.,Relation,verb,affect
CLASS I,SECTION II.,#9.,Relation,verb,have to do with
CLASS I,SECTION II.,#9.,Relation,verb,pertain to
CLASS I,SECTION II.,#9.,Relation,verb,belong to
CLASS I,SECTION II.,#9.,Relation,verb,appertain to
CLASS I,SECTION II.,#9.,Relation,verb,answer to
CLASS I,SECTION II.,#9.,Relation,verb,interest
CLASS I,SECTION II.,#9.,Relation,verb,bring into relation with
CLASS I,SECTION II.,#9.,Relation,verb,bring to bear upon
CLASS I,SECTION II.,#9.,Relation,verb,connect
CLASS I,SECTION II.,#9.,Relation,verb,associate
CLASS I,SECTION II.,#9.,Relation,verb,draw a parallel
CLASS I,SECTION II.,#9.,Relation,verb,link
CLASS I,SECTION II.,#9.,Relation,adjective,relative
CLASS I,SECTION II.,#9.,Relation,adjective,correlative
CLASS I,SECTION II.,#9.,Relation,adjective,cognate
CLASS I,SECTION II.,#9.,Relation,adjective,relating to
CLASS I,SECTION II.,#9.,Relation,adjective,relative to
CLASS I,SECTION II.,#9.,Relation,adjective,in relation with
CLASS I,SECTION II.,#9.,Relation,adjective,referable or referrible to
CLASS I,SECTION II.,#9.,Relation,adjective,belonging to
CLASS I,SECTION II.,#9.,Relation,adjective,appurtenant to
CLASS I,SECTION II.,#9.,Relation,adjective,in common with
CLASS I,SECTION II.,#9.,Relation,adjective,related
CLASS I,SECTION II.,#9.,Relation,adjective,connected
CLASS I,SECTION II.,#9.,Relation,adjective,implicated
CLASS I,SECTION II.,#9.,Relation,adjective,associated
CLASS I,SECTION II.,#9.,Relation,adjective,affiliated
CLASS I,SECTION II.,#9.,Relation,adjective,allied to
CLASS I,SECTION II.,#9.,Relation,adjective,en rapport
CLASS I,SECTION II.,#9.,Relation,adjective,in touch with
CLASS I,SECTION II.,#9.,Relation,adjective,approximative
CLASS I,SECTION II.,#9.,Relation,adjective,approximating
CLASS I,SECTION II.,#9.,Relation,adjective,proportional
CLASS I,SECTION II.,#9.,Relation,adjective,proportionate
CLASS I,SECTION II.,#9.,Relation,adjective,proportionable
CLASS I,SECTION II.,#9.,Relation,adjective,"allusive, comparable"
CLASS I,SECTION II.,#9.,Relation,adjective,in the same category
CLASS I,SECTION II.,#9.,Relation,adjective,like
CLASS I,SECTION II.,#9.,Relation,adjective,relevant
CLASS I,SECTION II.,#9.,Relation,adjective,applicable
CLASS I,SECTION II.,#9.,Relation,adjective,equiparant
CLASS I,SECTION II.,#9.,Relation,adverb,relatively
CLASS I,SECTION II.,#9.,Relation,adverb,pertinently
CLASS I,SECTION II.,#9.,Relation,adverb,thereof
CLASS I,SECTION II.,#9.,Relation,adverb,as to
CLASS I,SECTION II.,#9.,Relation,adverb,as for
CLASS I,SECTION II.,#9.,Relation,adverb,as respects
CLASS I,SECTION II.,#9.,Relation,adverb,as regards
CLASS I,SECTION II.,#9.,Relation,adverb,about
CLASS I,SECTION II.,#9.,Relation,adverb,concerning
CLASS I,SECTION II.,#9.,Relation,adverb,anent
CLASS I,SECTION II.,#9.,Relation,adverb,relating to
CLASS I,SECTION II.,#9.,Relation,adverb,as relates to
CLASS I,SECTION II.,#9.,Relation,adverb,with relation
CLASS I,SECTION II.,#9.,Relation,adverb,with reference to
CLASS I,SECTION II.,#9.,Relation,adverb,with respect to
CLASS I,SECTION II.,#9.,Relation,adverb,with regard to
CLASS I,SECTION II.,#9.,Relation,adverb,in respect of
CLASS I,SECTION II.,#9.,Relation,adverb,while speaking of
CLASS I,SECTION II.,#9.,Relation,adverb,a propos of
CLASS I,SECTION II.,#9.,Relation,adverb,in connection with
CLASS I,SECTION II.,#9.,Relation,adverb,by the way
CLASS I,SECTION II.,#9.,Relation,adverb,by the by
CLASS I,SECTION II.,#9.,Relation,adverb,whereas
CLASS I,SECTION II.,#9.,Relation,adverb,for as much as
CLASS I,SECTION II.,#9.,Relation,adverb,in as much as
CLASS I,SECTION II.,#9.,Relation,adverb,in point of
CLASS I,SECTION II.,#9.,Relation,adverb,as far as
CLASS I,SECTION II.,#9.,Relation,adverb,on the part of
CLASS I,SECTION II.,#9.,Relation,adverb,on the score of
CLASS I,SECTION II.,#9.,Relation,adverb,quoad hoc
CLASS I,SECTION II.,#9.,Relation,adverb,pro re nata
CLASS I,SECTION II.,#9.,Relation,adverb,under the head of
CLASS I,SECTION II.,#9.,Relation,adverb,of
CLASS I,SECTION II.,#9.,Relation,adverb,in the matter of
CLASS I,SECTION II.,#9.,Relation,adverb,in re
CLASS I,SECTION II.,#9.,Relation,phrase,"thereby hangs a tale"""
CLASS I,SECTION II.,#10.,"Want, or absence of",phrase,relation.] Irrelation
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,irrelation
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,dissociation
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,misrelation
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,inapplicability
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,inconnection
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,multifariousness
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,disconnection
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,inconsequence
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,independence
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,incommensurability
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,irreconcilableness
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,heterogeneity
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,unconformity
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,irrelevancy
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,impertinence
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,nihil ad rem
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,intrusion
CLASS I,SECTION II.,#10.,"Want, or absence of",noun,non-pertinence
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have no relation to
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have no bearing upon
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have no concern with
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have no business with
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,not concern
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have no business there
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,have nothing to do with
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,intrude
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,bring in head and shoulders
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,drag in head and shoulders
CLASS I,SECTION II.,#10.,"Want, or absence of",verb,lug in head and shoulders
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,irrelative
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,irrespective
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,unrelated
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,arbitrary
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,independent
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,unallied
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,unconnected
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,disconnected
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,adrift
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,isolated
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,insular
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,extraneous
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,strange
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,alien
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,foreign
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,"outlandish, exotic"
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,not comparable
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,incommensurable
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,heterogeneous
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,unconformable
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,irrelevant
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,inapplicable
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,not pertinent
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,not to the
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,purpose
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,impertinent
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,inapposite
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,beside the mark
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,a propos de bottes
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,aside from the purpose
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,away from the purpose
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,foreign to the purpose
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,beside the purpose
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,beside the question
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,beside the transaction
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,beside the point
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,misplaced
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,traveling out of the record
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,remote
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,far-fetched
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,out of the way
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,forced
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,neither here nor there
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,quite another thing
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,detached
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,segregate
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,disquiparant
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,multifarious
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,discordant
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,incidental
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,parenthetical
CLASS I,SECTION II.,#10.,"Want, or absence of",adjective,"obiter dicta, episodic"
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,parenthetically
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,by the way
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,by the by
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,en passant
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,incidentally
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,irrespectively
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,without reference to
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,without regard to
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,in the abstract
CLASS I,SECTION II.,#10.,"Want, or absence of",adverb,a se
CLASS I,SECTION II.,#11.,Relations of kindred.,adverb,Consanguinity
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,consanguinity
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,relationship
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,kindred
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,blood
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,parentage
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,filiation
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,affiliation
CLASS I,SECTION II.,#11.,Relations of kindred.,noun,lineage
